11,OD303848307072340000,OI:300037347712965523,NULL,2015-09-07,2015-09-08,2015-09-13,,2015-09-21,delivered,1,NFT-150921298GN00217XXXXXXX,postpaid,NON-FA,ABS-SAF-TR-VJ-50,null,2800.00,2800.00,0,0.00,0.00,-620.00,-86.80,2093.20,12.50,-350.00,2.50,-70.00,0.00,0.00,-10.00,0,2.20,-190.00,0.00,NATIONAL,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-3,2015-09-07
12,OD103960597015112000,OI:1396059701511200,NULL,2015-09-20,,,2015-09-20,2015-09-21,cancelled,1,NFT-150921298GN00217XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2790.00,2790.00,0,-2790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
13,OD303812816165411000,OI:2378842905586930,NULL,2015-09-03,2015-09-05,2015-09-10,,2015-09-18,delivered,1,NFT-150918156GN00116XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-RED-55,null,2600.00,2600.00,0,0.00,0.00,-590.00,-82.60,1927.40,12.50,-325.00,2.50,-65.00,0.00,0.00,-10.00,0,2.32,-190.00,0.00,NATIONAL,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,FP0001_2378842905586930,2015-09-03
14,OD203815189463031000,OI:3381470357513852,NULL,2015-09-03,2015-09-05,2015-09-09,,2015-09-18,delivered,1,NFT-150918156GN00116XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2790.00,2790.00,0,0.00,0.00,-588.50,-82.38,2119.12,12.50,-348.75,2.50,-69.75,0.00,0.00,-10.00,0,2.50,-160.00,0.00,ZONAL,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,FP0002_3381470357513852,2015-09-04
15,OD203846064424184000,OI:300037347712782553,NULL,2015-09-07,2015-09-07,,,2015-09-18,returned,1,ZERO_PAYMENT_ADVICE,prepaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2800.00,2800.00,0,-2800.00,0.00,0.00,0.00,0.00,12.50,0.00,2.50,0.00,0.00,0.00,0.00,0,2.50,0.00,0.00,NATIONAL,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-1,2015-09-07
16,OD404157787408644000,OI:4415778740864400,NULL,2015-10-13,2015-10-15,2015-10-19,,2015-10-30,delivered,1,NFT-151030188GN00278XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-RED-65,null,2850.00,2570.00,280.00,0.00,0.00,-602.00,-84.29,2163.71,12.50,-356.25,2.50,-71.25,85.50,0.00,-10.00,0,3.20,-250.00,0.00,NATIONAL,0.00,0.00,0.00,0.00,0.00,null,280.00,0.00,280.00,F0DA3CH16-42,2015-10-14
17,OD404156913643874000,OI:4415691364387400,NULL,2015-10-13,2015-10-15,2015-10-18,,2015-10-30,delivered,1,NFT-151030188GN00278XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2690.00,0.00,512.00,0.00,0.00,-61.44,-8.60,441.96,12.50,-64.00,2.50,-12.80,15.36,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,512.00,0.00,512.00,F0DA3CH16-43,2015-10-15
18,OD304156111763410000,OI:3415611176341000,NULL,2015-10-13,2015-10-15,2015-10-19,,2015-10-30,delivered,1,NFT-151030188GN00278XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2690.00,0.00,512.00,0.00,0.00,-61.44,-8.60,441.96,12.50,-64.00,2.50,-12.80,15.36,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,512.00,0.00,512.00,F0DA3CH16-47,2015-10-15
19,OD104156618442234000,OI:1415661844223400,NULL,2015-10-13,2015-10-15,,,2015-10-30,shipped,1,NFT-151030188GN00278XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2690.00,2421.00,269.00,0.00,0.00,-522.78,-73.19,2094.03,12.50,-336.24,2.50,-67.24,80.70,0.00,-10.00,0,2.50,-190.00,0.00,NATIONAL,0.00,0.00,0.00,0.00,0.00,null,269.00,0.00,269.00,F0DA3CH16-45,2015-10-15
20,OD104157527831704000,OI:1415752783170400,NULL,2015-10-13,2015-10-14,2015-10-25,,2015-10-30,return_requested,1,NFT-151030188GN00278XXXXXXX,postpaid,NON-FA,ABS-DFT-REVV-BRWN-65,null,2290.00,2066.00,224.00,0.00,0.00,-474.80,-66.47,1748.73,12.50,-286.25,2.50,-57.25,68.70,0.00,-10.00,0,2.36,-190.00,0.00,NATIONAL,0.00,0.00,0.00,0.00,0.00,null,224.00,0.00,224.00,F0DA3CH16-40,2015-10-14
21,OD204209994263456000,OI:2420999426345600,NULL,2015-10-19,,,,2015-10-30,returned,1,NFT-151030188GN00278XXXXXXX,postpaid,NON-FA,ABS-SAFARI-VIVID-YELLOW-77,null,6600.00,6600.00,0,-6600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-106,2015-10-27
22,OD104170056629354004,OI:1417005662935401,NULL,2015-10-14,,,,2015-10-30,returned,1,NFT-151030188GN00278XXXXXXX,postpaid,NON-FA,ABS-SAF-TR-QUADRA-RED-77,null,4061.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-63,2015-10-19
23,OD304277983230524000,OI:3427798323052400,NULL,2015-10-27,,,2015-10-29,2015-10-30,cancelled,1,NFT-151030188GN00278XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-RED-65,null,2800.00,2800.00,0,-2800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
24,OD404285983413181000,OI:4428598341318100,NULL,2015-10-28,,,2015-10-28,2015-10-30,cancelled,1,NFT-151030188GN00278XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2690.00,2690.00,0,-2690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
25,OD404157841843721000,OI:4415784184372100,NULL,2015-10-13,2015-10-14,2015-10-20,,2015-10-30,delivered,1,NFT-151030188GN00278XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-RED-65,null,2850.00,2570.00,280.00,0.00,0.00,-602.00,-84.29,2163.71,12.50,-356.25,2.50,-71.25,85.50,0.00,-10.00,0,3.20,-250.00,0.00,NATIONAL,0.00,0.00,0.00,0.00,0.00,null,280.00,0.00,280.00,F0DA3CH16-41,2015-10-14
26,OD204156186228703001,OI:2415618622870303,NULL,2015-10-13,2015-10-15,2015-10-22,,2015-10-30,delivered,1,NFT-151030188GN00278XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-REVV-PR-65,null,2290.00,0.00,431.00,0.00,0.00,-51.73,-7.24,372.03,12.50,-53.88,2.50,-10.78,12.93,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,431.00,0.00,431.00,F0DA3CH16-46,2015-10-15
27,OD404290729727312000,OI:4429072972731200,NULL,2015-10-28,,,2015-10-28,2015-10-30,cancelled,1,NFT-151030188GN00278XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-RED-65,null,2800.00,2800.00,0,-2800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
28,OD204156604224212000,OI:2415660422421200,NULL,2015-10-13,2015-10-15,2015-10-19,,2015-10-30,delivered,1,NFT-151030188GN00278XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2690.00,0.00,512.00,0.00,0.00,-61.44,-8.60,441.96,12.50,-64.00,2.50,-12.80,15.36,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,512.00,0.00,512.00,F0DA3CH16-44,2015-10-15
29,OD404195041211737000,OI:4419504121173700,NULL,2015-10-17,,,,2015-10-30,returned,1,NFT-151030188GN00278XXXXXXX,postpaid,NON-FA,ABS-SAF-TR-PUMP-BLUE-75,null,4620.00,4620.00,0,-4620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-99,2015-10-26
30,4A05WKZC,OI:4A05WKZC,NULL,,,,,2015-10-30,,0,NFT-151030188GN00278XXXXXXX,postpaid,adservice,null,null,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
31,OD104170056629354004,OI:1417005662935401,NULL,2015-10-14,,,,2015-10-30,returned,1,NFT-151030253GN00288XXXXXXX,prepaid,NON-FA,ABS-SAF-TR-QUADRA-RED-77,null,4061.00,4061.00,0,-4061.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-63,2015-10-19
32,OD404156913643874000,OI:4415691364387400,NULL,2015-10-13,2015-10-15,2015-10-18,,2015-10-30,delivered,1,NFT-151030253GN00288XXXXXXX,prepaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2178.00,2178.00,0,0.00,0.00,-431.36,-60.39,1686.25,12.50,-272.25,2.50,-54.45,65.34,0.00,-10.00,0,2.50,-160.00,0.00,ZONAL,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-43,2015-10-15
33,OD304156111763410000,OI:3415611176341000,NULL,2015-10-13,2015-10-15,2015-10-19,,2015-10-30,delivered,1,NFT-151030253GN00288XXXXXXX,prepaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2178.00,2178.00,0,0.00,0.00,-461.36,-64.59,1652.05,12.50,-272.25,2.50,-54.45,65.34,0.00,-10.00,0,2.50,-190.00,0.00,NATIONAL,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-47,2015-10-15
34,OD204156186228703001,OI:2415618622870303,NULL,2015-10-13,2015-10-15,2015-10-22,,2015-10-30,delivered,1,NFT-151030253GN00288XXXXXXX,prepaid,NON-FA,ABS-DFT-SF-REVV-PR-65,null,1859.00,1859.00,0,0.00,0.00,-423.09,-59.23,1376.68,12.50,-232.38,2.50,-46.48,55.77,0.00,-10.00,0,2.23,-190.00,0.00,NATIONAL,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-46,2015-10-15
35,OD204156604224212000,OI:2415660422421200,NULL,2015-10-13,2015-10-15,2015-10-19,,2015-10-30,delivered,1,NFT-151030253GN00288XXXXXXX,prepaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2178.00,2178.00,0,0.00,0.00,-461.36,-64.59,1652.05,12.50,-272.25,2.50,-54.45,65.34,0.00,-10.00,0,2.50,-190.00,0.00,NATIONAL,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-44,2015-10-15
36,OD104235090879003000,OI:1423509087900300,NULL,2015-10-22,,,2015-10-24,2015-10-28,cancelled,1,NFT-151028036GN00087XXXXXXX,postpaid,NON-FA,ABS-DFT-SPECTRA-BLUE-65,null,2255.00,2255.00,0,-2255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
37,OD204246242170670000,OI:2424624217067000,NULL,2015-10-23,,,2015-10-23,2015-10-28,cancelled,1,NFT-151028036GN00087XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2421.00,2421.00,0,-2421.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
38,OD204260556398731000,OI:2426055639873100,NULL,2015-10-25,,,2015-10-25,2015-10-28,cancelled,1,NFT-151028036GN00087XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-PRP-55,null,2400.00,2400.00,0,-2400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
39,OD204245517099740000,OI:2424551709974000,NULL,2015-10-23,,,2015-10-23,2015-10-28,cancelled,1,NFT-151028036GN00087XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-RED-65,null,2800.00,2800.00,0,-2800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
40,OD204246286212905000,OI:2424628621290500,NULL,2015-10-23,,,2015-10-23,2015-10-28,cancelled,1,NFT-151028036GN00087XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2421.00,2421.00,0,-2421.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
41,OD304140149885527000,OI:3414014988552700,NULL,2015-10-11,2015-10-12,2015-10-16,,2015-10-28,delivered,1,NFT-151028036GN00087XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2800.00,2800.00,0,0.00,0.00,-536.00,-75.04,2188.96,12.50,-350.00,2.50,-70.00,84.00,0.00,-10.00,0,2.50,-190.00,0.00,NATIONAL,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-39,2015-10-12
42,OD304226035239703002,OI:3422603523970301,NULL,2015-10-21,,,2015-10-27,2015-10-28,cancelled,1,NFT-151028036GN00087XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-RED-65,null,2800.00,2800.00,0,-2800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
43,OD204130766184645000,OI:2413076618464500,NULL,2015-10-10,2015-10-10,2015-10-17,,2015-10-28,delivered,1,NFT-151028036GN00087XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-RED-55,null,2600.00,2600.00,0,0.00,0.00,-512.00,-71.68,2016.32,12.50,-325.00,2.50,-65.00,78.00,0.00,-10.00,0,2.32,-190.00,0.00,NATIONAL,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-38,2015-10-10
44,OD104164715237112000,OI:1416471523711200,NULL,2015-10-14,2015-10-17,,,2015-10-28,returned,1,NFT-151028036GN00087XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-REVV-PR-65,null,1832.00,0.00,-224.00,-2056.00,0.00,443.60,62.10,-1774.30,12.50,285.00,2.50,57.00,-68.40,0.00,10.00,0,0.00,160.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,-224.00,0.00,-224.00,F0DA3CH16-59,2015-10-17
45,OD304249903536926000,OI:3424990353692600,NULL,2015-10-23,,,2015-10-24,2015-10-28,cancelled,1,NFT-151028036GN00087XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-PRP-65,null,2690.00,2690.00,0,-2690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
46,OD404258293807931000,OI:4425829380793100,NULL,2015-10-24,,,2015-10-26,2015-10-28,cancelled,1,NFT-151028036GN00087XXXXXXX,postpaid,NON-FA,ABS-DFT-SF-MACH-RED-65,null,2800.00,2800.00,0,-2800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
47,4A05WKZC,OI:4A05WKZC,NULL,,,,,2015-10-28,,0,NFT-151028036GN00087XXXXXXX,postpaid,adservice,null,null,0.00,-500.00,0,0.00,0.00,0.00,0.00,-500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
48,OD204235418181866000,OI:2423541818186600,NULL,2015-10-22,,,2015-10-22,2015-10-23,cancelled,1,ZERO_PAYMENT_ADVICE,postpaid,NON-FA,ABS-DFT-SF-MACH-RED-65,null,2515.00,2515.00,0,-2515.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
49,OD304217902385245000,OI:3421790238524500,NULL,2015-10-20,,,2015-10-22,2015-10-23,cancelled,1,ZERO_PAYMENT_ADVICE,postpaid,NON-FA,ABS-DFT-SF-MACH-RED-65,null,2790.00,2790.00,0,-2790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
50,OD304191513080448000,OI:3419151308044800,NULL,2015-10-17,,,2015-10-22,2015-10-23,cancelled,1,ZERO_PAYMENT_ADVICE,postpaid,NON-FA,ABS-DFT-SF-MACH-RED-65,null,2525.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
51,OD404233102822451000,OI:4423310282245100,NULL,2015-10-22,,,2015-10-22,2015-10-23,cancelled,1,ZERO_PAYMENT_ADVICE,prepaid,NON-FA,ABS-DFT-SF-REVV-MRN-65,null,2240.00,2240.00,0,-2240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
52,OD304191513080448000,OI:3419151308044800,NULL,2015-10-17,,,2015-10-22,2015-10-23,cancelled,1,ZERO_PAYMENT_ADVICE,prepaid,NON-FA,ABS-DFT-SF-MACH-RED-65,null,2525.00,2525.00,0,-2525.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
53,OD204170540263768000,OI:2417054026376801,NULL,,,,,2015-10-21,,0,ZERO_PAYMENT_ADVICE,prepaid,NON-FA,null,null,2345.00,2345.00,0,-2345.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-64,2015-10-19
54,OD204191903846934000,OI:2419190384693401,NULL,,,,,2015-10-21,,0,NFT-151021184GN00072XXXXXXX,postpaid,NON-FA,null,null,2525.00,2525.00,0,-2525.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
55,6DRESL6G,OI:6DRESL6G,NULL,,,,,2015-10-21,,0,NFT-151021184GN00072XXXXXXX,postpaid,adservice,null,null,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
56,OD104199638684484000,OI:1419963868448400,NULL,,,,,2015-10-21,,0,NFT-151021184GN00072XXXXXXX,postpaid,NON-FA,null,null,2690.00,2690.00,0,-2690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
57,OD104106892171562000,OI:1410689217156200,NULL,,,,,2015-10-21,,0,NFT-151021184GN00072XXXXXXX,postpaid,NON-FA,null,null,2290.00,2290.00,0,0.00,0.00,-384.80,-53.88,1851.32,12.50,-286.25,2.50,-57.25,68.70,0.00,-10.00,0,1.00,-100.00,0.00,NATIONAL,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-37,2015-10-08
58,OD204170540263768000,OI:2417054026376801,NULL,,,,,2015-10-21,,0,NFT-151021184GN00072XXXXXXX,postpaid,NON-FA,null,null,2345.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,F0DA3CH16-64,2015-10-19
59,OD404204110711680000,OI:4420411071168000,NULL,,,,,2015-10-21,,0,NFT-151021184GN00072XXXXXXX,postpaid,NON-FA,null,null,2690.00,2690.00,0,-2690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
60,OD304209991323987000,OI:3420999132398700,NULL,,,,,2015-10-21,,0,NFT-151021184GN00072XXXXXXX,postpaid,NON-FA,null,null,3490.00,3490.00,0,-3490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
61,OD304191258845968000,OI:3419125884596800,NULL,,,,,2015-10-21,,0,NFT-151021184GN00072XXXXXXX,postpaid,NON-FA,null,null,2515.00,2515.00,0,-2515.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,null,
